100,2284
100,2092
100,2495
100,2372
100,2408
200,9654
200,9515
200,9947
200,9709
200,10323
300,24801
300,22851
300,23768
300,24052
300,21803
400,40823
400,38000
400,38733
400,39845
400,39138
500,64100
500,65691
500,62406
500,62326
500,60710
600,92089
600,91055
600,90764
600,90261
600,90468
700,121694
700,126564
700,129684
700,122850
700,120892
800,154447
800,163399
800,165795
800,156790
800,156973
900,200400
900,204226
900,200329
900,206460
900,204633
1000,250656
1000,248724
1000,246782
1000,255989
1000,244045
1100,295961
1100,303111
1100,310571
1100,300738
1100,298785
1200,356015
1200,354388
1200,345768
1200,362149
1200,351631
1300,425798
1300,425191
1300,419290
1300,429794
1300,426274
1400,494763
1400,500593
1400,495396
1400,494278
1400,492195
1500,572310
1500,542289
1500,563418
1500,568462
1500,565503
1600,641449
1600,652934
1600,658294
1600,638878
1600,620069
1700,728279
1700,733124
1700,720862
1700,725414
1700,714672
1800,827590
1800,784027
1800,795199
1800,809875
1800,814849
1900,914847
1900,916063
1900,913475
1900,904489
1900,901201
2000,1001095
2000,998503
2000,1021125
2000,1020777
2000,1000944
2100,1107924
2100,1099168
2100,1070436
2100,1091188
2100,1117454
2200,1210300
2200,1170755
2200,1200098
2200,1204192
2200,1218850
2300,1312113
2300,1307465
2300,1289406
2300,1353872
2300,1315348
2400,1472718
2400,1424159
2400,1426150
2400,1439131
2400,1450506
2500,1581698
2500,1573151
2500,1582498
2500,1600892
2500,1518433
2600,1683148
2600,1670819
2600,1704711
2600,1676980
2600,1688473
2700,1806025
2700,1888341
2700,1837669
2700,1828616
2700,1792952
2800,1933833
2800,1932959
2800,1989409
2800,1964232
2800,1965819
2900,2084308
2900,2099090
2900,2091058
2900,2078352
2900,2076007
3000,2311361
3000,2206671
3000,2257635
3000,2247704
3000,2256100
3100,2387744
3100,2391669
3100,2414844
3100,2452211
3100,2341383
3200,2593335
3200,2565850
3200,2525686
3200,2599467
3200,2565596
3300,2710254
3300,2701064
3300,2780070
3300,2718747
3300,2733331
3400,2882059
3400,2944513
3400,2910056
3400,2842408
3400,2920288
3500,3116348
3500,3037100
3500,3009688
3500,3133995
3500,3051593
3600,3192527
3600,3275895
3600,3233091
3600,3292026
3600,3253617
3700,3356826
3700,3468639
3700,3481989
3700,3369539
3700,3452653
3800,3635342
3800,3624267
3800,3602029
3800,3648978
3800,3570068
3900,3811779
3900,3837996
3900,3880107
3900,3793610
3900,3879480
4000,4045245
4000,3953757
4000,3964095
4000,4009674
4000,3969150
4100,4208227
4100,4156399
4100,4174141
4100,4191502
4100,4159790
4200,4397748
4200,4455564
4200,4377096
4200,4354108
4200,4412070
4300,4629149
4300,4677615
4300,4617195
4300,4724778
4300,4686397
4400,4923470
4400,4850724
4400,4878733
4400,4855458
4400,4881838
4500,5136078
4500,5114657
4500,5011581
4500,5088927
4500,5079303
4600,5370285
4600,5278868
4600,5216568
4600,5242747
4600,5249538
4700,5636026
4700,5495571
4700,5500110
4700,5521192
4700,5560023
4800,5702080
4800,5749428
4800,5799902
4800,5791929
4800,5802120
4900,5894202
4900,6086407
4900,6057270
4900,6108506
4900,6025805
5000,6312971
5000,6318935
5000,6352293
5000,6245855
5000,6272019
5100,6601060
5100,6425712
5100,6485259
5100,6479984
5100,6517085
5200,6851246
5200,6859971
5200,6711616
5200,6815675
5200,6697516
5300,7012601
5300,7031028
5300,6973796
5300,6922219
5300,7007855
5400,7361103
5400,7137132
5400,7357165
5400,7323541
5400,7273787
5500,7581346
5500,7444907
5500,7686715
5500,7588538
5500,7656621
